"Gene > Systematic Name","Gene > Length","Gene > Transcripts > Length","Gene > Name"
"YBL038W","699","828","Mitochondrial Ribosomal Protein, Large subunit"
"YBL038W","699","835","Mitochondrial Ribosomal Protein, Large subunit"
"YBL038W","699","933","Mitochondrial Ribosomal Protein, Large subunit"
"YBL039C","1740","2081","URAcil requiring"
"YBL039C-A","84","1916",""
"YBL039C-A","84","1917",""
"YBL039W-B","180","371","mitochondrial MINi protein of ~6 kDa"
"YBL039W-B","180","580","mitochondrial MINi protein of ~6 kDa"
"YBL039W-B","180","593","mitochondrial MINi protein of ~6 kDa"
"YBL039W-B","180","629","mitochondrial MINi protein of ~6 kDa"
"YBL039W-B","180","650","mitochondrial MINi protein of ~6 kDa"
"YBL039W-B","180","651","mitochondrial MINi protein of ~6 kDa"
"YBL040C","757","877","Endoplasmic reticulum Retention Defective"
"YBL040C","757","1153","Endoplasmic reticulum Retention Defective"
"YBL040C","757","1159","Endoplasmic reticulum Retention Defective"
"YBL041W","726","781","PRoteinase yscE"
"YBL041W","726","813","PRoteinase yscE"
"YBL041W","726","876","PRoteinase yscE"
"YBL041W","726","1030","PRoteinase yscE"
"YBL041W","726","1089","PRoteinase yscE"
"YBL042C","1920","2139","5-FlUorourIdine resistance"
"YBL042C","1920","2143","5-FlUorourIdine resistance"
"YBL042C","1920","2148","5-FlUorourIdine resistance"
"YBL042C","1920","2160","5-FlUorourIdine resistance"
"YBL042C","1920","2165","5-FlUorourIdine resistance"
"YBL042C","1920","2199","5-FlUorourIdine resistance"
"YBL043W","774","1098","ExtraCellular Mutant"
"YBL043W","774","1130","ExtraCellular Mutant"
"YBL045C","1374","1845","CORe protein of QH2 cytochrome c reductase"
"YBL045C","1374","1871","CORe protein of QH2 cytochrome c reductase"
"YBL046W","1326","1518","Platinum SensitivitY"
"YBL046W","1326","1531","Platinum SensitivitY"
"YBL047C","4146","4462","EH Domains and Endocytosis"
"YBL047C","4146","4497","EH Domains and Endocytosis"
"YBL049W","417","902",""
"YBL050W","995","1088","SECretory"
"YBL050W","995","1093","SECretory"
"YBL050W","995","1104","SECretory"
"YBL050W","995","1106","SECretory"
"YBL050W","995","1111","SECretory"
"YBL050W","995","1129","SECretory"
"YBL050W","995","1134","SECretory"
"YBL050W","995","1134","SECretory"
"YBL050W","995","1139","SECretory"
"YBL050W","995","1166","SECretory"
"YBL050W","995","1182","SECretory"
"YBL051C","2007","2520","Psi+ INducibility"
"YBL051C","2007","2523","Psi+ INducibility"
"YBL052C","2496","2833","Something About Silencing"
"YBL054W","1578","1869","Twin Of Dot6p"
"YBL054W","1578","1886","Twin Of Dot6p"
"YBL054W","1578","1947","Twin Of Dot6p"
"YBL054W","1578","2312","Twin Of Dot6p"
"YBL055C","1257","1719",""
"YBL055C","1257","1720",""
"YBL055C","1257","1741",""
"YBL055C","1257","1747",""
"YBL056W","1407","1817","Phosphatase Two C"
"YBL056W","1407","1827","Phosphatase Two C"
"YBL056W","1407","1835","Phosphatase Two C"
"YBL056W","1407","1866","Phosphatase Two C"
"YBL056W","1407","1874","Phosphatase Two C"
"YBL056W","1407","1877","Phosphatase Two C"
"YBL056W","1407","1882","Phosphatase Two C"
"YBL056W","1407","1885","Phosphatase Two C"
"YBL056W","1407","1890","Phosphatase Two C"
"YBL056W","1407","1893","Phosphatase Two C"
"YBL056W","1407","1898","Phosphatase Two C"
"YBL056W","1407","1901","Phosphatase Two C"
"YBL056W","1407","1906","Phosphatase Two C"
"YBL056W","1407","1921","Phosphatase Two C"
"YBL056W","1407","1929","Phosphatase Two C"
"YBL056W","1407","1955","Phosphatase Two C"
"YBL056W","1407","2396","Phosphatase Two C"
"YBL057C","627","714","Peptidyl-Trna Hydrolase"
"YBL057C","627","719","Peptidyl-Trna Hydrolase"
"YBL057C","627","1165","Peptidyl-Trna Hydrolase"
"YBL057C","627","1170","Peptidyl-Trna Hydrolase"
"YBL058W","1272","1410","Suppressor of High-copy PP1"
"YBL058W","1272","1416","Suppressor of High-copy PP1"
"YBL058W","1272","1417","Suppressor of High-copy PP1"
"YBL058W","1272","1423","Suppressor of High-copy PP1"
"YBL058W","1272","1455","Suppressor of High-copy PP1"
"YBL059C-A","415","635","Cx9C Motif-Containing protein"
"YBL059C-A","415","645","Cx9C Motif-Containing protein"
"YBL059C-A","415","650","Cx9C Motif-Containing protein"
"YBL059C-A","415","655","Cx9C Motif-Containing protein"
"YBL059C-A","415","1284","Cx9C Motif-Containing protein"
"YBL059C-A","415","1768","Cx9C Motif-Containing protein"
"YBL060W","2064","2109","Yeast EFA6-Like"
"YBL060W","2064","2332","Yeast EFA6-Like"
"YBL061C","2091","2270",""
"YBL061C","2091","2279",""
"YBL061C","2091","2283",""
"YBL061C","2091","2292",""
"YBL061C","2091","2308",""
"YBL061C","2091","2319",""
"YBL064C","786","824","PeroxiRedoXin"
"YBL064C","786","865","PeroxiRedoXin"
"YBL064C","786","870","PeroxiRedoXin"
"YBL064C","786","968","PeroxiRedoXin"
"YBL064C","786","1114","PeroxiRedoXin"
"YBL068W","981","1096","PhosphoRibosylpyrophosphate Synthetase"
"YBL068W","981","1106","PhosphoRibosylpyrophosphate Synthetase"
"YBL068W","981","1459","PhosphoRibosylpyrophosphate Synthetase"
"YBL068W","981","1556","PhosphoRibosylpyrophosphate Synthetase"
"YBL068W-A","237","1108",""
"YBL068W-A","237","1264",""
"YBL069W","1290","1560","ATPase STabilizing"
"YBL071C","309","688",""
"YBL071W-A","249","530","Kluveromyces lactis Toxin Insensitive"
"YBL071W-A","249","535","Kluveromyces lactis Toxin Insensitive"
"YBL071W-A","249","538","Kluveromyces lactis Toxin Insensitive"
"YBL071W-A","249","543","Kluveromyces lactis Toxin Insensitive"
"YBL071W-A","249","796","Kluveromyces lactis Toxin Insensitive"
"YBL071W-A","249","811","Kluveromyces lactis Toxin Insensitive"
"YBL072C","603","970","Ribosomal Protein of the Small subunit"
"YBL072C","603","1219","Ribosomal Protein of the Small subunit"
"YBL072C","603","1221","Ribosomal Protein of the Small subunit"
"YBL074C","1068","1362","A1-Alpha2 Repression"
"YBL074C","1068","1375","A1-Alpha2 Repression"
"YBL075C","1950","2527","Stress-Seventy subfamily A"
"YBL075C","1950","2566","Stress-Seventy subfamily A"
"YBL076C","3219","3336","IsoLeucine-tRNA Synthetase"
"YBL076C","3219","3360","IsoLeucine-tRNA Synthetase"
"YBL076C","3219","3372","IsoLeucine-tRNA Synthetase"
"YBL078C","354","472","AuTophaGy related"
"YBL078C","354","482","AuTophaGy related"
"YBL078C","354","494","AuTophaGy related"
"YBL078C","354","497","AuTophaGy related"
"YBL078C","354","499","AuTophaGy related"
"YBL078C","354","503","AuTophaGy related"
"YBL078C","354","504","AuTophaGy related"
"YBL078C","354","513","AuTophaGy related"
"YBL078C","354","519","AuTophaGy related"
"YBL078C","354","525","AuTophaGy related"
"YBL078C","354","543","AuTophaGy related"
"YBL078C","354","849","AuTophaGy related"
"YBL078C","354","878","AuTophaGy related"
"YBL078C","354","930","AuTophaGy related"
"YBL080C","1626","1801","PETite colonies"
"YBL080C","1626","1802","PETite colonies"
"YBL081W","1107","1557",""
"YBL081W","1107","1792",""
"YBL082C","1377","1458","Asparagine Linked Glycosylation"
"YBL082C","1377","1679","Asparagine Linked Glycosylation"
"YBL083C","426","1315",""
"YBL083C","426","1395",""
"YBL085W","2943","3260","Bem1 (One) Interacting protein"
"YBL085W","2943","3264","Bem1 (One) Interacting protein"
"YBL086C","1401","1473",""
"YBL086C","1401","1563",""
"YBL086C","1401","1584",""
"YBL087C","918","952","Ribosomal Protein of the Large subunit"
"YBL087C","918","965","Ribosomal Protein of the Large subunit"
"YBL087C","918","971","Ribosomal Protein of the Large subunit"
"YBL087C","918","980","Ribosomal Protein of the Large subunit"
"YBL087C","918","1005","Ribosomal Protein of the Large subunit"
"YBL087C","918","1013","Ribosomal Protein of the Large subunit"
"YBL087C","918","1013","Ribosomal Protein of the Large subunit"
"YBL087C","918","1014","Ribosomal Protein of the Large subunit"
"YBL087C","918","1018","Ribosomal Protein of the Large subunit"
"YBL087C","918","1020","Ribosomal Protein of the Large subunit"
"YBL087C","918","1022","Ribosomal Protein of the Large subunit"
"YBL087C","918","1024","Ribosomal Protein of the Large subunit"
"YBL087C","918","1027","Ribosomal Protein of the Large subunit"
"YBL087C","918","1028","Ribosomal Protein of the Large subunit"
"YBL087C","918","1028","Ribosomal Protein of the Large subunit"
"YBL087C","918","1033","Ribosomal Protein of the Large subunit"
"YBL087C","918","1033","Ribosomal Protein of the Large subunit"
"YBL087C","918","1033","Ribosomal Protein of the Large subunit"
"YBL087C","918","1033","Ribosomal Protein of the Large subunit"
"YBL087C","918","1036","Ribosomal Protein of the Large subunit"
"YBL087C","918","1039","Ribosomal Protein of the Large subunit"
"YBL087C","918","1039","Ribosomal Protein of the Large subunit"
"YBL087C","918","1041","Ribosomal Protein of the Large subunit"
"YBL087C","918","1041","Ribosomal Protein of the Large subunit"
"YBL087C","918","1042","Ribosomal Protein of the Large subunit"
"YBL087C","918","1042","Ribosomal Protein of the Large subunit"
"YBL087C","918","1044","Ribosomal Protein of the Large subunit"
"YBL087C","918","1046","Ribosomal Protein of the Large subunit"
"YBL087C","918","1047","Ribosomal Protein of the Large subunit"
"YBL087C","918","1047","Ribosomal Protein of the Large subunit"
"YBL087C","918","1048","Ribosomal Protein of the Large subunit"
"YBL087C","918","1051","Ribosomal Protein of the Large subunit"
"YBL087C","918","1052","Ribosomal Protein of the Large subunit"
"YBL087C","918","1052","Ribosomal Protein of the Large subunit"
"YBL087C","918","1052","Ribosomal Protein of the Large subunit"
"YBL087C","918","1056","Ribosomal Protein of the Large subunit"
"YBL087C","918","1057","Ribosomal Protein of the Large subunit"
"YBL087C","918","1057","Ribosomal Protein of the Large subunit"
"YBL087C","918","1058","Ribosomal Protein of the Large subunit"
"YBL087C","918","1061","Ribosomal Protein of the Large subunit"
"YBL087C","918","1063","Ribosomal Protein of the Large subunit"
"YBL087C","918","1065","Ribosomal Protein of the Large subunit"
"YBL087C","918","1067","Ribosomal Protein of the Large subunit"
"YBL087C","918","1070","Ribosomal Protein of the Large subunit"
"YBL087C","918","1072","Ribosomal Protein of the Large subunit"
"YBL087C","918","1076","Ribosomal Protein of the Large subunit"
"YBL087C","918","1081","Ribosomal Protein of the Large subunit"
"YBL087C","918","1093","Ribosomal Protein of the Large subunit"
"YBL087C","918","1096","Ribosomal Protein of the Large subunit"
"YBL087C","918","1102","Ribosomal Protein of the Large subunit"
"YBL087C","918","1102","Ribosomal Protein of the Large subunit"
"YBL087C","918","1104","Ribosomal Protein of the Large subunit"
"YBL087C","918","1108","Ribosomal Protein of the Large subunit"
"YBL087C","918","1110","Ribosomal Protein of the Large subunit"
"YBL087C","918","1113","Ribosomal Protein of the Large subunit"
"YBL087C","918","1115","Ribosomal Protein of the Large subunit"
"YBL087C","918","1116","Ribosomal Protein of the Large subunit"
"YBL087C","918","1119","Ribosomal Protein of the Large subunit"
"YBL087C","918","1121","Ribosomal Protein of the Large subunit"
"YBL087C","918","1126","Ribosomal Protein of the Large subunit"
"YBL087C","918","1127","Ribosomal Protein of the Large subunit"
"YBL087C","918","1127","Ribosomal Protein of the Large subunit"
"YBL087C","918","1132","Ribosomal Protein of the Large subunit"
"YBL087C","918","1132","Ribosomal Protein of the Large subunit"
"YBL087C","918","1138","Ribosomal Protein of the Large subunit"
"YBL087C","918","1143","Ribosomal Protein of the Large subunit"
"YBL087C","918","1193","Ribosomal Protein of the Large subunit"
"YBL087C","918","1252","Ribosomal Protein of the Large subunit"
"YBL089W","1380","1676","Amino acid Vacuolar Transport"
"YBL089W","1380","1768","Amino acid Vacuolar Transport"
"YBL090W","534","664","Mitochondrial Ribosomal Protein"
"YBL090W","534","674","Mitochondrial Ribosomal Protein"
"YBL090W","534","704","Mitochondrial Ribosomal Protein"
"YBL090W","534","792","Mitochondrial Ribosomal Protein"
"YBL090W","534","826","Mitochondrial Ribosomal Protein"
"YBL091C","1266","1425","Methionine AminoPeptidase"
"YBL091C","1266","1434","Methionine AminoPeptidase"
"YBL091C","1266","1443","Methionine AminoPeptidase"
"YBL091C","1266","1463","Methionine AminoPeptidase"
"YBL091C","1266","1504","Methionine AminoPeptidase"
"YBL091C","1266","1626","Methionine AminoPeptidase"
"YBL091C-A","616","846","Suppressor of Choline Sensitivity"
"YBL091C-A","616","863","Suppressor of Choline Sensitivity"
"YBL092W","393","787","Ribosomal Protein of the Large subunit"
"YBL092W","393","797","Ribosomal Protein of the Large subunit"
"YBL092W","393","800","Ribosomal Protein of the Large subunit"
"YBL092W","393","803","Ribosomal Protein of the Large subunit"
"YBL092W","393","805","Ribosomal Protein of the Large subunit"
"YBL092W","393","808","Ribosomal Protein of the Large subunit"
"YBL092W","393","810","Ribosomal Protein of the Large subunit"
"YBL092W","393","810","Ribosomal Protein of the Large subunit"
"YBL092W","393","813","Ribosomal Protein of the Large subunit"
"YBL092W","393","814","Ribosomal Protein of the Large subunit"
"YBL092W","393","819","Ribosomal Protein of the Large subunit"
"YBL092W","393","820","Ribosomal Protein of the Large subunit"
"YBL092W","393","820","Ribosomal Protein of the Large subunit"
"YBL092W","393","821","Ribosomal Protein of the Large subunit"
"YBL092W","393","826","Ribosomal Protein of the Large subunit"
"YBL092W","393","826","Ribosomal Protein of the Large subunit"
"YBL092W","393","826","Ribosomal Protein of the Large subunit"
"YBL092W","393","831","Ribosomal Protein of the Large subunit"
"YBL092W","393","831","Ribosomal Protein of the Large subunit"
"YBL092W","393","832","Ribosomal Protein of the Large subunit"
"YBL092W","393","832","Ribosomal Protein of the Large subunit"
"YBL092W","393","833","Ribosomal Protein of the Large subunit"
"YBL092W","393","835","Ribosomal Protein of the Large subunit"
"YBL092W","393","836","Ribosomal Protein of the Large subunit"
"YBL092W","393","839","Ribosomal Protein of the Large subunit"
"YBL092W","393","841","Ribosomal Protein of the Large subunit"
"YBL092W","393","841","Ribosomal Protein of the Large subunit"
"YBL092W","393","842","Ribosomal Protein of the Large subunit"
"YBL092W","393","842","Ribosomal Protein of the Large subunit"
"YBL092W","393","843","Ribosomal Protein of the Large subunit"
"YBL092W","393","843","Ribosomal Protein of the Large subunit"
"YBL092W","393","848","Ribosomal Protein of the Large subunit"
"YBL092W","393","848","Ribosomal Protein of the Large subunit"
"YBL092W","393","848","Ribosomal Protein of the Large subunit"
"YBL092W","393","849","Ribosomal Protein of the Large subunit"
"YBL092W","393","849","Ribosomal Protein of the Large subunit"
"YBL092W","393","851","Ribosomal Protein of the Large subunit"
"YBL092W","393","852","Ribosomal Protein of the Large subunit"
"YBL092W","393","855","Ribosomal Protein of the Large subunit"
"YBL092W","393","855","Ribosomal Protein of the Large subunit"
"YBL092W","393","857","Ribosomal Protein of the Large subunit"
"YBL092W","393","858","Ribosomal Protein of the Large subunit"
"YBL092W","393","861","Ribosomal Protein of the Large subunit"
"YBL092W","393","862","Ribosomal Protein of the Large subunit"
"YBL092W","393","862","Ribosomal Protein of the Large subunit"
"YBL092W","393","864","Ribosomal Protein of the Large subunit"
"YBL092W","393","867","Ribosomal Protein of the Large subunit"
"YBL092W","393","869","Ribosomal Protein of the Large subunit"
"YBL092W","393","870","Ribosomal Protein of the Large subunit"
"YBL092W","393","870","Ribosomal Protein of the Large subunit"
"YBL092W","393","870","Ribosomal Protein of the Large subunit"
"YBL092W","393","874","Ribosomal Protein of the Large subunit"
"YBL092W","393","876","Ribosomal Protein of the Large subunit"
"YBL092W","393","877","Ribosomal Protein of the Large subunit"
"YBL092W","393","879","Ribosomal Protein of the Large subunit"
"YBL092W","393","880","Ribosomal Protein of the Large subunit"
"YBL092W","393","883","Ribosomal Protein of the Large subunit"
"YBL092W","393","883","Ribosomal Protein of the Large subunit"
"YBL092W","393","885","Ribosomal Protein of the Large subunit"
"YBL092W","393","889","Ribosomal Protein of the Large subunit"
"YBL092W","393","890","Ribosomal Protein of the Large subunit"
"YBL092W","393","890","Ribosomal Protein of the Large subunit"
"YBL092W","393","892","Ribosomal Protein of the Large subunit"
"YBL092W","393","893","Ribosomal Protein of the Large subunit"
"YBL092W","393","896","Ribosomal Protein of the Large subunit"
"YBL092W","393","898","Ribosomal Protein of the Large subunit"
"YBL092W","393","900","Ribosomal Protein of the Large subunit"
"YBL092W","393","900","Ribosomal Protein of the Large subunit"
"YBL092W","393","904","Ribosomal Protein of the Large subunit"
"YBL092W","393","905","Ribosomal Protein of the Large subunit"
"YBL092W","393","905","Ribosomal Protein of the Large subunit"
"YBL092W","393","911","Ribosomal Protein of the Large subunit"
"YBL092W","393","912","Ribosomal Protein of the Large subunit"
"YBL092W","393","915","Ribosomal Protein of the Large subunit"
"YBL092W","393","921","Ribosomal Protein of the Large subunit"
"YBL092W","393","921","Ribosomal Protein of the Large subunit"
"YBL092W","393","927","Ribosomal Protein of the Large subunit"
"YBL092W","393","931","Ribosomal Protein of the Large subunit"
"YBL092W","393","936","Ribosomal Protein of the Large subunit"
"YBL092W","393","942","Ribosomal Protein of the Large subunit"
"YBL092W","393","946","Ribosomal Protein of the Large subunit"
"YBL092W","393","969","Ribosomal Protein of the Large subunit"
"YBL092W","393","974","Ribosomal Protein of the Large subunit"
"YBL092W","393","1161","Ribosomal Protein of the Large subunit"
"YBL092W","393","1233","Ribosomal Protein of the Large subunit"
